,Deaths,State,County,Year,Population,_merge,Death Rate,Years since policy,Policy or Control
2196,12.0,Maine,"Kennebec County, ME",2013,121164,both,9.903931860948797,1.0,Control
2197,10.0,Maine,"Penobscot County, ME",2014,153414,both,6.518309932600676,2.0,Control
2198,11.0,Maine,"York County, ME",2009,197192,both,5.578319607286299,-3.0,Control
2199,10.0,Maine,"York County, ME",2012,199005,both,5.0249993718750785,0.0,Control
2200,10.0,Maine,"York County, ME",2013,199431,both,5.014265585591006,1.0,Control
2201,19.0,Maine,"York County, ME",2014,200710,both,9.46639430023417,2.0,Control
2202,14.0,Maine,"York County, ME",2014,200710,both,6.975237905435702,2.0,Control
2307,14.0,Massachusetts,"Barnstable County, MA",2009,215994,both,6.481661527635026,-3.0,Control
2308,18.0,Massachusetts,"Barnstable County, MA",2010,215888,both,8.33765656266212,-2.0,Control
2309,13.0,Massachusetts,"Barnstable County, MA",2011,215769,both,6.0249618805296405,-1.0,Control
2310,14.0,Massachusetts,"Barnstable County, MA",2012,215423,both,6.498841813548228,0.0,Control
2311,28.0,Massachusetts,"Barnstable County, MA",2013,214990,both,13.023861574956973,1.0,Control
2312,12.0,Massachusetts,"Barnstable County, MA",2013,214990,both,5.581654960695847,1.0,Control
2313,37.0,Massachusetts,"Barnstable County, MA",2014,214914,both,17.216188801101836,2.0,Control
2314,11.0,Massachusetts,"Barnstable County, MA",2014,214914,both,5.1183264003275735,2.0,Control
2315,10.0,Massachusetts,"Berkshire County, MA",2009,131264,both,7.618235007313506,-3.0,Control
2316,10.0,Massachusetts,"Berkshire County, MA",2012,130016,both,7.691361063253754,0.0,Control
2317,16.0,Massachusetts,"Berkshire County, MA",2013,129585,both,12.347108075780376,1.0,Control
2318,20.0,Massachusetts,"Berkshire County, MA",2014,128715,both,15.53820456046304,2.0,Control
2319,11.0,Massachusetts,"Bristol County, MA",2009,547324,both,2.0097784858694303,-3.0,Control
2320,48.0,Massachusetts,"Bristol County, MA",2009,547324,both,8.769942483793876,-3.0,Control
2321,17.0,Massachusetts,"Bristol County, MA",2009,547324,both,3.106021296343665,-3.0,Control
2322,12.0,Massachusetts,"Bristol County, MA",2010,548285,both,2.188642767903554,-2.0,Control
2323,66.0,Massachusetts,"Bristol County, MA",2010,548285,both,12.037535223469545,-2.0,Control
2324,17.0,Massachusetts,"Bristol County, MA",2010,548285,both,3.1005772545300347,-2.0,Control
2325,17.0,Massachusetts,"Bristol County, MA",2011,548922,both,3.0969791700824527,-1.0,Control
2326,58.0,Massachusetts,"Bristol County, MA",2011,548922,both,10.566164227340133,-1.0,Control
2327,27.0,Massachusetts,"Bristol County, MA",2011,548922,both,4.91873162307213,-1.0,Control
2328,12.0,Massachusetts,"Bristol County, MA",2011,548922,both,2.186102943587614,-1.0,Control
2329,91.0,Massachusetts,"Bristol County, MA",2012,551082,both,16.512969031831926,0.0,Control
2330,13.0,Massachusetts,"Bristol County, MA",2013,552780,both,2.3517493397011466,1.0,Control
2331,95.0,Massachusetts,"Bristol County, MA",2013,552780,both,17.185860559354534,1.0,Control
2332,18.0,Massachusetts,"Bristol County, MA",2013,552780,both,3.2562683165092805,1.0,Control
2333,19.0,Massachusetts,"Bristol County, MA",2014,554194,both,3.428402328426508,2.0,Control
2334,115.0,Massachusetts,"Bristol County, MA",2014,554194,both,20.75085619837097,2.0,Control
2335,26.0,Massachusetts,"Bristol County, MA",2014,554194,both,4.691497923109958,2.0,Control
2336,52.0,Massachusetts,"Essex County, MA",2009,739086,both,7.035717088403786,-3.0,Control
2337,24.0,Massachusetts,"Essex County, MA",2009,739086,both,3.247254040801747,-3.0,Control
2338,10.0,Massachusetts,"Essex County, MA",2010,743159,both,1.3456070638988427,-2.0,Control
2339,37.0,Massachusetts,"Essex County, MA",2010,743159,both,4.978746136425718,-2.0,Control
2340,17.0,Massachusetts,"Essex County, MA",2010,743159,both,2.287532008628032,-2.0,Control
2341,17.0,Massachusetts,"Essex County, MA",2011,748930,both,2.269905064558771,-1.0,Control
2342,42.0,Massachusetts,"Essex County, MA",2011,748930,both,5.608000747733433,-1.0,Control
2343,19.0,Massachusetts,"Essex County, MA",2011,748930,both,2.5369527192127435,-1.0,Control
2344,10.0,Massachusetts,"Essex County, MA",2012,755618,both,1.3234200349912257,0.0,Control
2345,67.0,Massachusetts,"Essex County, MA",2012,755618,both,8.866914234441213,0.0,Control
2346,23.0,Massachusetts,"Essex County, MA",2012,755618,both,3.043866080479819,0.0,Control
2347,10.0,Massachusetts,"Essex County, MA",2012,755618,both,1.3234200349912257,0.0,Control
2348,13.0,Massachusetts,"Essex County, MA",2013,762550,both,1.7048062422136254,1.0,Control
2349,71.0,Massachusetts,"Essex County, MA",2013,762550,both,9.31086486132057,1.0,Control
2350,37.0,Massachusetts,"Essex County, MA",2013,762550,both,4.8521408432233954,1.0,Control
2351,12.0,Massachusetts,"Essex County, MA",2013,762550,both,1.573667300504885,1.0,Control
2352,11.0,Massachusetts,"Essex County, MA",2014,769091,both,1.4302598782198725,2.0,Control
2353,127.0,Massachusetts,"Essex County, MA",2014,769091,both,16.513000412174893,2.0,Control
2354,47.0,Massachusetts,"Essex County, MA",2014,769091,both,6.111110388757638,2.0,Control
2355,38.0,Massachusetts,"Hampden County, MA",2009,462777,both,8.211298314306891,-3.0,Control
