,Year_y,State_y,Deaths,Population_y,County Name,Death Rate,Policy or Control
6432,2017,Florida,32.0,183563,Broward County,17.432707027015248,Policy
6433,2015,Florida,32.0,26928,Broward County,118.83541295306001,Policy
6434,2013,Florida,32.0,550823,Broward County,5.809488710529517,Policy
6435,2011,Florida,32.0,1780172,Broward County,1.7975791103331589,Policy
6436,2009,Florida,32.0,14692,Broward County,217.80560849441875,Policy
6437,2007,Florida,32.0,159742,Broward County,20.032302087115475,Policy
6438,2005,Florida,32.0,133791,Broward County,23.917901802064414,Policy
6439,2003,Florida,32.0,155620,Broward County,20.562909651715717,Policy
6440,2001,Florida,32.0,264240,Broward County,12.11020284589767,Policy
6441,1999,Florida,32.0,55445,Broward County,57.71485255658761,Policy
6442,2019,Florida,142.0,29210,Broward County,486.1348853132489,Policy
6443,2017,Florida,142.0,183563,Broward County,77.35763743238017,Policy
6444,2015,Florida,142.0,26928,Broward County,527.3321449792038,Policy
6445,2013,Florida,142.0,550823,Broward County,25.77960615297473,Policy
6446,2011,Florida,142.0,1780172,Broward County,7.976757302103393,Policy
6447,2009,Florida,142.0,14692,Broward County,966.5123876939831,Policy
6448,2007,Florida,142.0,159742,Broward County,88.89334051157492,Policy
6449,2005,Florida,142.0,133791,Broward County,106.13568924666083,Policy
6450,2003,Florida,142.0,155620,Broward County,91.2479115794885,Policy
6451,2001,Florida,142.0,264240,Broward County,53.7390251286709,Policy
6452,1999,Florida,142.0,55445,Broward County,256.1096582198575,Policy
6453,2019,Florida,10.0,29210,Broward County,34.23485107839781,Policy
6454,2017,Florida,10.0,183563,Broward County,5.447720945942265,Policy
6455,2015,Florida,10.0,26928,Broward County,37.136066547831255,Policy
6456,2013,Florida,10.0,550823,Broward County,1.815465222040474,Policy
6457,2011,Florida,10.0,1780172,Broward County,0.5617434719791121,Policy
6458,2009,Florida,10.0,14692,Broward County,68.06425265450585,Policy
6459,2007,Florida,10.0,159742,Broward County,6.2600944022235865,Policy
6460,2005,Florida,10.0,133791,Broward County,7.474344313145129,Policy
6461,2003,Florida,10.0,155620,Broward County,6.425909266161161,Policy
6462,2001,Florida,10.0,264240,Broward County,3.7844383893430216,Policy
6463,1999,Florida,10.0,55445,Broward County,18.03589142393363,Policy
6464,2019,Florida,33.0,29210,Broward County,112.97500855871277,Policy
6465,2017,Florida,33.0,183563,Broward County,17.977479121609473,Policy
6466,2015,Florida,33.0,26928,Broward County,122.54901960784314,Policy
6467,2013,Florida,33.0,550823,Broward County,5.991035232733564,Policy
6468,2011,Florida,33.0,1780172,Broward County,1.85375345753107,Policy
6469,2009,Florida,33.0,14692,Broward County,224.61203375986932,Policy
6470,2007,Florida,33.0,159742,Broward County,20.65831152733783,Policy
6471,2005,Florida,33.0,133791,Broward County,24.665336233378927,Policy
6472,2003,Florida,33.0,155620,Broward County,21.205500578331836,Policy
6473,2001,Florida,33.0,264240,Broward County,12.488646684831972,Policy
6474,1999,Florida,33.0,55445,Broward County,59.51844169898098,Policy
