Year,State,BUYER_STATE,BUYER_COUNTY,Population,T_YEAR,MME
2009,California,CA,SAN JOAQUIN,677736,2009,199082938.3348875
2009,California,CA,SAN LUIS OBISPO,268145,2009,112457896.8647625
2009,California,CA,SAN MATEO,713617,2009,150108120.19215
2009,California,CA,SANTA BARBARA,420356,2009,147026785.3774125
2009,California,CA,SANTA CLARA,1765137,2009,227854650.09555
2009,California,CA,SANTA CRUZ,260009,2009,84919617.90720001
2009,California,CA,SHASTA,177279,2009,136174204.9692375
2009,California,CA,SIERRA,3248,2009,834830.37
2009,California,CA,SISKIYOU,44788,2009,28258384.440225
2009,California,CA,SOLANO,410290,2009,124866137.9074125
2009,California,CA,SONOMA,479479,2009,188771865.1718625
2009,California,CA,STANISLAUS,511536,2009,302930009.3311875
2009,California,CA,SUTTER,94366,2009,76640788.3940625
2009,California,CA,TEHAMA,62891,2009,33840530.8924875
2009,California,CA,TRINITY,13762,2009,7582315.170225
2009,California,CA,TULARE,436987,2009,119838253.3945125
2009,California,CA,TUOLUMNE,55845,2009,48822773.658787504
2009,California,CA,VENTURA,815130,2009,212540034.0316125
2009,California,CA,YOLO,199791,2009,48538738.051575
2009,California,CA,YUBA,71607,2009,38162078.4722625
2009,Nevada,NV,CHURCHILL,25067,2009,10355976.1095375
2009,Nevada,NV,CLARK,1939407,2009,1240093874.4324374
2009,Nevada,NV,DOUGLAS,46965,2009,22560598.17795
2009,Nevada,NV,ELKO,48445,2009,13289241.2063625
2009,Nevada,NV,EUREKA,1926,2009,0.0
2009,Nevada,NV,HUMBOLDT,16290,2009,4355021.4375
2009,Nevada,NV,LANDER,5660,2009,1812239.13
2009,Nevada,NV,LINCOLN,5246,2009,1598903.2275
2009,Nevada,NV,LYON,51819,2009,17795263.552425
2009,Nevada,NV,MINERAL,4769,2009,2340365.1
2009,Nevada,NV,NYE,44446,2009,45736197.0025125
2009,Nevada,NV,PERSHING,6731,2009,0.0
2009,Nevada,NV,WASHOE,417722,2009,157621247.1539625
2009,Nevada,NV,WHITE PINE,9900,2009,6971531.82
2009,New York,NY,ALBANY,304733,2009,61450366.23045
2009,New York,NY,ALLEGANY,48969,2009,14017792.260675
2009,New York,NY,BRONX,1376261,2009,306106924.098025
2009,New York,NY,BROOME,200935,2009,74612914.02975
2009,New York,NY,CATTARAUGUS,80491,2009,26824407.33
2009,New York,NY,CAYUGA,80172,2009,18814981.5083625
2009,New York,NY,CHAUTAUQUA,135197,2009,47855128.725225
2009,New York,NY,CHEMUNG,88849,2009,25693118.1375
2009,New York,NY,CHENANGO,50639,2009,14471964.0340875
2009,New York,NY,CLINTON,82280,2009,27004357.207725
2009,New York,NY,COLUMBIA,63023,2009,19401081.4509
2009,New York,NY,CORTLAND,49358,2009,17047353.675
2009,New York,NY,DELAWARE,48182,2009,14433704.7638625
2009,New York,NY,DUTCHESS,296887,2009,95471765.3912625
2009,New York,NY,ERIE,919334,2009,378776258.0206125
2009,New York,NY,ESSEX,39478,2009,7456862.247225
2009,New York,NY,FRANKLIN,51706,2009,13647052.9538625
2009,New York,NY,FULTON,55558,2009,11009912.8425
2009,New York,NY,GENESEE,59932,2009,25011969.0790875
2009,New York,NY,GREENE,49372,2009,22126568.09295
2009,New York,NY,HAMILTON,4858,2009,2118.9
2009,New York,NY,HERKIMER,64381,2009,19215173.74545
2009,New York,NY,JEFFERSON,115023,2009,23620412.107725
2009,New York,NY,KINGS,2487751,2009,399429507.5264875
2009,New York,NY,LEWIS,27047,2009,4912466.55
2009,New York,NY,LIVINGSTON,65420,2009,14603722.2038625
2009,New York,NY,MADISON,73169,2009,18101011.2415875
2009,New York,NY,MONROE,743386,2009,237986066.5211625
2009,New York,NY,MONTGOMERY,50001,2009,11498858.9893125
2009,New York,NY,NASSAU,1332088,2009,506106575.5790875
2009,New York,NY,NEW YORK,1583431,2009,521433429.873425
2009,New York,NY,NIAGARA,216043,2009,98092162.2243
2009,New York,NY,ONEIDA,234619,2009,69237810.4395
2009,New York,NY,ONONDAGA,465633,2009,143644553.1379125
2009,New York,NY,ONTARIO,107214,2009,31020331.3161
2009,New York,NY,ORANGE,372079,2009,134678046.34995002
2009,New York,NY,ORLEANS,42975,2009,11528975.5425
2009,New York,NY,OSWEGO,122055,2009,36660231.78225
2009,New York,NY,OTSEGO,62280,2009,21243205.8120375
2009,New York,NY,PUTNAM,99666,2009,21076020.758625
2009,New York,NY,QUEENS,2217166,2009,284885376.5506125
2009,New York,NY,RENSSELAER,159150,2009,32348487.309075
2009,New York,NY,RICHMOND,466965,2009,300323266.40605
2009,New York,NY,ROCKLAND,308652,2009,87329621.699025
2009,New York,NY,SARATOGA,218652,2009,41405104.0968
2009,New York,NY,SCHENECTADY,154050,2009,25826189.14155
2009,New York,NY,SCHOHARIE,32776,2009,9476079.6713625
2009,New York,NY,SCHUYLER,18398,2009,5785341.9375
2009,New York,NY,SENECA,35286,2009,6648594.682725
2009,New York,NY,STEUBEN,98949,2009,23800624.355437502
2009,New York,NY,SUFFOLK,1487206,2009,596364669.2141
2009,New York,NY,SULLIVAN,77647,2009,39481460.202675
2009,New York,NY,TIOGA,51236,2009,12972864.9675
2009,New York,NY,TOMPKINS,101497,2009,32607905.71545
2009,New York,NY,ULSTER,182638,2009,63564142.018125005
2009,New York,NY,WARREN,65694,2009,23354725.0588125
2009,New York,NY,WASHINGTON,63077,2009,14315917.31295
2009,New York,NY,WAYNE,93643,2009,24760483.38795
2009,New York,NY,WESTCHESTER,944201,2009,194680248.3981
2009,New York,NY,WYOMING,42236,2009,11161795.0275
2009,New York,NY,YATES,25303,2009,5040750.975000001
2010,California,CA,ALAMEDA,1510271,2010,605427140.6673375
2010,California,CA,AMADOR,38091,2010,23677360.0924875
2010,California,CA,BUTTE,220000,2010,209052927.4958625
2010,California,CA,CALAVERAS,45578,2010,27052208.251275
2010,California,CA,COLUSA,21419,2010,8987277.7354125
2010,California,CA,CONTRA COSTA,1049025,2010,334876228.9438125
2010,California,CA,DEL NORTE,28610,2010,18456003.5440875
2010,California,CA,EL DORADO,181058,2010,79602600.2822625
2010,California,CA,FRESNO,930450,2010,290242749.4581
2010,California,CA,GLENN,28122,2010,14352259.6875
2010,California,CA,HUMBOLDT,134623,2010,97970877.4753875
2010,California,CA,IMPERIAL,174528,2010,26213878.7761125
2010,California,CA,INYO,18546,2010,6279745.8684
2010,California,CA,KERN,839631,2010,234318668.477775
2010,California,CA,KINGS,152982,2010,32869140.1111125
2010,California,CA,LAKE,64665,2010,77491677.9588375
2010,California,CA,LASSEN,34895,2010,31080824.1252
2010,California,CA,LOS ANGELES,9818605,2010,1790539290.3128626
2010,California,CA,MADERA,150865,2010,37295919.1313625
2010,California,CA,MARIN,252409,2010,76680125.7726375
2010,California,CA,MARIPOSA,18251,2010,4743514.313175
2010,California,CA,MENDOCINO,87841,2010,54022918.15627501
2010,California,CA,MERCED,255793,2010,69691024.25475
2010,California,CA,MODOC,9686,2010,5126597.8393125
2010,California,CA,MONO,14202,2010,1728576.7163625
2010,California,CA,MONTEREY,415057,2010,138703480.55835
2010,California,CA,NAPA,136484,2010,42561029.548125
2010,California,CA,NEVADA,98764,2010,59582129.2702125
2010,California,CA,ORANGE,3010232,2010,714471883.0195125
2010,California,CA,PLACER,348432,2010,188597003.45895
2010,California,CA,PLUMAS,20007,2010,12628377.572025
2010,California,CA,RIVERSIDE,2189641,2010,568241499.1114125
2010,California,CA,SACRAMENTO,1418788,2010,558867703.8808125
2010,California,CA,SAN BENITO,55269,2010,15504438.4470375
2010,California,CA,SAN BERNARDINO,2035210,2010,529589930.1355125
2010,California,CA,SAN DIEGO,3095313,2010,827663705.5014
2010,California,CA,SAN FRANCISCO,805235,2010,276915383.9407875
2010,California,CA,SAN JOAQUIN,685306,2010,220648489.0796625
2010,California,CA,SAN LUIS OBISPO,269637,2010,116469755.279475
2010,California,CA,SAN MATEO,718451,2010,168516167.540625
2010,California,CA,SANTA BARBARA,423895,2010,149592927.2605875
2010,California,CA,SANTA CLARA,1781642,2010,230839666.1185875
2010,California,CA,SANTA CRUZ,262382,2010,93902001.4985625
2010,California,CA,SHASTA,177223,2010,146342529.0973875
2010,California,CA,SIERRA,3240,2010,1339233.93
2010,California,CA,SISKIYOU,44900,2010,29704022.07
2010,California,CA,SOLANO,413344,2010,136288153.5514875
2010,California,CA,SONOMA,483878,2010,196507606.19523752
2010,California,CA,STANISLAUS,514453,2010,316424257.6580625
2010,California,CA,SUTTER,94737,2010,83098020.717225
2010,California,CA,TEHAMA,63463,2010,36197563.996575
2010,California,CA,TRINITY,13786,2010,8452255.5265875
2010,California,CA,TULARE,442179,2010,126018379.540425
2010,California,CA,TUOLUMNE,55365,2010,47828859.0465
2010,California,CA,VENTURA,823318,2010,230655278.5652625
2010,California,CA,YOLO,200849,2010,49108909.004737504
2010,California,CA,YUBA,72155,2010,39910427.5774875
2010,Nevada,NV,CHURCHILL,24877,2010,11456030.5395375
2010,Nevada,NV,CLARK,1951269,2010,1446715574.049225
2010,Nevada,NV,DOUGLAS,46997,2010,25448159.911575
2010,Nevada,NV,ELKO,48818,2010,15296006.625
2010,Nevada,NV,EUREKA,1987,2010,0.0
2010,Nevada,NV,HUMBOLDT,16528,2010,5018748.9788625
2010,Nevada,NV,LANDER,5775,2010,1842801.075
2010,Nevada,NV,LINCOLN,5345,2010,1796128.065
2010,Nevada,NV,LYON,51980,2010,21016358.643825
2010,Nevada,NV,MINERAL,4772,2010,3125407.2525
2010,Nevada,NV,NYE,43946,2010,51239377.6347
2010,Nevada,NV,PERSHING,6753,2010,0.0
2010,Nevada,NV,WASHOE,421407,2010,177950725.6698
2010,Nevada,NV,WHITE PINE,10030,2010,8234546.6443125
2010,New York,NY,ALBANY,304204,2010,63505476.8065875
2010,New York,NY,ALLEGANY,48946,2010,15372869.940225
2010,New York,NY,BRONX,1385108,2010,371140372.886625
2010,New York,NY,BROOME,200600,2010,78223633.7017875
2010,New York,NY,CATTARAUGUS,80317,2010,29627883.09
2010,New York,NY,CAYUGA,80026,2010,19148151.765
2010,New York,NY,CHAUTAUQUA,134905,2010,52050191.1
2010,New York,NY,CHEMUNG,88830,2010,27957982.7025
2010,New York,NY,CHENANGO,50477,2010,12999100.6924875
2010,New York,NY,CLINTON,82128,2010,30808640.8275
